id_proposta;cpf_hash;data_proposta;cidade;uf;regiao;estado_civil;idade;profissao;canal_origem;tipo_imovel;renda_mensal;valor_imovel;valor_financiado;entrada;ltv;score_credito;atrasos_anteriores;divida_total;comprometimento_renda;possui_fgts;tempo_relacionamento_banco_meses;num_consultas_credito_90d;lead_score_marketing;aprovado_pre_analise;valor_parcela_estimado;prazo_meses;taxa_juros_anual;dias_ate_contato;qtd_interacoes_comercial;contratou;status_final;data_contratacao
PROP_000443;CPF_976949_00443;2025-06-05;Belo Horizonte;MG;Sudeste;Solteiro;21;Servidor público;Correspondente;Casa;14270.31;532770.7;459682.27;73088.44;0.8628;432;4;30399.26;0.0897;0;23;0;74;0;5337.33;300;13.44;0;2;0;Em análise;
PROP_000444;CPF_808942_00444;2025-09-23;Interior SP;SP;Sudeste;Casado;39;Autônomo;Campanha digital;Casa;8661.87;171994.33;120838.53;51155.8;0.7026;339;3;17821.32;0.0862;0;114;5;35;0;1444.22;360;14.13;3;3;0;Em análise;
PROP_000445;CPF_695789_00445;2025-05-19;Goiânia;GO;Centro-Oeste;Divorciado;44;Servidor público;Campanha digital;Apartamento;5016.79;434228.73;355485.97;78742.75;0.8187;699;2;6002.0;0.052;1;53;1;54;1;3022.89;360;9.63;4;3;0;Sem retorno;
PROP_000446;CPF_143027_00446;2025-01-28;Brasília;DF;Centro-Oeste;Viúvo;38;Servidor público;Orgânico;Apartamento;5013.29;733026.09;449157.25;283868.85;0.6127;697;6;10106.27;0.0867;0;9;0;4;0;4675.95;240;11.13;1;1;0;Em análise;
PROP_000447;CPF_668025_00447;2025-04-15;Campinas;SP;Sudeste;Solteiro;44;Autônomo;Campanha digital;Casa;4370.52;263576.22;210030.15;53546.07;0.7968;387;0;5012.86;0.0493;0;35;1;17;0;1852.58;300;9.62;3;5;0;Sem retorno;
PROP_000448;CPF_124145_00448;2025-07-14;Interior BA;BA;Nordeste;Solteiro;21;Servidor público;Indicação;Apartamento;2610.4;489943.38;296274.81;193668.57;0.6047;463;0;7954.48;0.1304;0;79;2;68;0;3275.65;420;13.13;2;5;0;Desistiu;
PROP_000449;CPF_776831_00449;2025-05-05;Interior SP;SP;Sudeste;Solteiro;21;CLT;Correspondente;Apartamento;4996.89;201157.13;172350.0;28807.13;0.8568;677;0;57055.93;0.4768;1;21;1;55;1;1944.33;360;13.28;1;6;0;Desistiu;
PROP_000450;CPF_829088_00450;2025-11-12;Campinas;SP;Sudeste;Casado;32;Autônomo;Agência;Apartamento;12395.65;264343.91;153549.52;110794.39;0.5809;708;0;17298.74;0.0585;0;43;2;66;1;1386.21;420;10.56;5;1;0;Perdido - preço;
PROP_000451;CPF_897819_00451;2025-10-11;Interior SP;SP;Sudeste;Solteiro;44;Empresário;Indicação;Casa;4035.97;456306.55;270976.89;185329.67;0.5938;538;0;31602.97;0.3283;0;11;4;71;0;3260.01;240;13.44;1;5;0;Sem retorno;
PROP_000452;CPF_667771_00452;2025-10-09;Recife;PE;Nordeste;Solteiro;35;CLT;Orgânico;Apartamento;9079.71;557024.68;460223.19;96801.48;0.8262;489;4;4224.83;0.0209;1;11;3;50;0;4023.47;420;10.19;1;4;0;Sem retorno;
PROP_000453;CPF_365205_00453;2025-08-13;Fortaleza;CE;Nordeste;Divorciado;21;Autônomo;Correspondente;Apartamento;21379.27;707747.42;506200.99;201546.42;0.7152;454;6;27718.62;0.0547;0;62;4;35;0;5636.81;300;12.81;1;2;0;Perdido - crédito;
PROP_000454;CPF_880494_00454;2025-03-16;Manaus;AM;Norte;Solteiro;40;Aposentado;Orgânico;Casa;5147.39;242440.25;147205.45;95234.8;0.6072;650;0;0;0.0009;0;33;0;93;1;1469.67;240;10.5;0;7;0;Perdido - preço;
PROP_000455;CPF_746839_00455;2025-02-17;Interior SP;SP;Sudeste;Casado;22;CLT;Indicação;Apartamento;4254.86;156342.49;114715.51;41626.98;0.7337;695;0;46044.64;0.4517;1;2;8;72;1;1204.15;420;12.43;4;2;0;Perdido - crédito;
PROP_000456;CPF_797241_00456;2025-11-20;Fortaleza;CE;Nordeste;Casado;45;CLT;Agência;Apartamento;3952.32;656287.07;554084.58;102202.49;0.8443;250;10;9564.15;0.1051;0;70;1;50;0;6680.19;420;14.37;1;4;0;Em análise;
PROP_000457;CPF_413612_00457;2025-06-19;Salvador;BA;Nordeste;Divorciado;24;Servidor público;Indicação;Casa;17486.71;420672.68;304023.23;116649.46;0.7227;614;0;116298.82;0.2776;0;10;8;43;1;3402.83;240;12.26;2;3;0;Desistiu;
PROP_000458;CPF_666619_00458;2025-03-18;Campinas;SP;Sudeste;Casado;42;CLT;Correspondente;Comercial;6486.26;318454.26;233759.45;84694.82;0.734;593;0;6507.75;0.0429;1;11;1;71;1;2356.01;360;11.73;7;1;0;Perdido - preço;
PROP_000459;CPF_977500_00459;2025-11-12;Goiânia;GO;Centro-Oeste;Solteiro;39;CLT;Agência;Apartamento;15923.1;445369.49;279870.56;165498.94;0.6284;581;2;13595.82;0.0361;1;186;3;56;1;3213.51;300;13.27;6;3;0;Em análise;
PROP_000460;CPF_352372_00460;2025-04-18;Belém;PA;Norte;Divorciado;21;CLT;Correspondente;Casa;4543.37;206546.95;160776.71;45770.24;0.7784;643;0;0;0.0011;1;127;1;44;1;1737.66;420;12.82;1;9;0;Em análise;
PROP_000461;CPF_951987_00461;2025-04-06;Brasília;DF;Centro-Oeste;Solteiro;48;CLT;Campanha digital;Casa;4458.25;539358.79;454795.13;84563.67;0.8432;632;1;9221.06;0.0893;0;9;2;63;1;4281.11;300;10.46;0;6;0;Sem retorno;
PROP_000462;CPF_491143_00462;2025-11-11;Manaus;AM;Norte;Casado;46;Servidor público;Agência;Casa;13827.67;199246.88;175742.74;23504.14;0.882;405;4;69254.44;0.2091;1;6;2;35;0;2005.95;300;13.18;2;5;0;Em análise;
PROP_000463;CPF_738331_00463;2025-08-26;Salvador;BA;Nordeste;Casado;31;CLT;Campanha digital;Casa;3960.19;368276.3;276029.97;92246.33;0.7495;565;1;3593.15;0.0399;1;32;4;66;1;2739.98;420;11.71;13;1;0;Sem retorno;
PROP_000464;CPF_795535_00464;2025-11-04;Interior MG;MG;Sudeste;Solteiro;30;Autônomo;Indicação;Terreno;3202.17;165319.73;143470.54;21849.19;0.8678;619;0;24827.34;0.3244;0;23;8;60;1;1101.27;420;8.78;8;5;0;Em análise;
PROP_000465;CPF_668663_00465;2025-06-08;Guarulhos;SP;Sudeste;União estável;21;Empresário;Indicação;Casa;10068.45;324585.34;261720.01;62865.33;0.8063;568;0;14189.86;0.0595;0;55;0;62;1;3015.01;300;13.32;0;2;0;Em análise;
PROP_000466;CPF_252895_00466;2025-03-25;Interior SP;SP;Sudeste;Solteiro;38;Servidor público;Correspondente;Casa;18668.1;266643.26;164169.64;102473.62;0.6157;723;1;74932.4;0.1675;1;8;4;46;1;1964.45;240;13.35;3;8;0;Perdido - preço;
PROP_000467;CPF_574909_00467;2025-01-19;Salvador;BA;Nordeste;Solteiro;21;Autônomo;Campanha digital;Casa;6308.8;848332.37;644106.69;204225.68;0.7593;636;0;0;0.0031;0;37;3;83;1;6307.43;420;11.54;2;3;0;Perdido - preço;
PROP_000468;CPF_370827_00468;2025-12-23;Belo Horizonte;MG;Sudeste;Divorciado;60;CLT;Correspondente;Casa;3073.9;192681.46;111978.62;80702.84;0.5812;558;0;10147.52;0.1387;1;1;4;53;0;979.83;420;10.2;7;1;0;Perdido - crédito;
PROP_000469;CPF_982342_00469;2025-06-09;Fortaleza;CE;Nordeste;Casado;68;CLT;Campanha digital;Apartamento;7453.32;275977.56;231482.41;44495.15;0.8388;581;0;13176.42;0.0746;1;5;8;44;1;2177.41;240;9.63;0;5;0;Em análise;
PROP_000470;CPF_329027_00470;2025-08-29;Interior SP;SP;Sudeste;Casado;52;CLT;Agência;Apartamento;15317.81;163789.36;99530.16;64259.2;0.6077;438;4;70968.17;0.1932;1;7;6;57;0;900.04;360;10.36;4;4;0;Perdido - preço;
PROP_000471;CPF_101523_00471;2025-09-12;São José dos Campos;SP;Sudeste;Divorciado;52;CLT;Campanha digital;Apartamento;7364.99;224561.69;152687.42;71874.27;0.6799;583;1;0;0.0006;1;21;2;65;1;1590.12;300;11.84;8;5;0;Desistiu;
PROP_000472;CPF_791557_00472;2025-07-13;Santos;SP;Sudeste;Solteiro;43;Autônomo;Campanha digital;Apartamento;3276.79;675676.16;567643.23;108032.93;0.8401;638;0;8274.79;0.1105;0;74;0;65;1;4939.76;300;9.45;4;1;0;Sem retorno;
PROP_000473;CPF_923861_00473;2025-08-31;Belém;PA;Norte;União estável;34;CLT;Campanha digital;Casa;8593.64;503791.26;405232.88;98558.39;0.8044;567;0;10232.54;0.0511;0;75;4;35;1;4802.57;240;13.19;0;2;0;Perdido - preço;
PROP_000474;CPF_121285_00474;2025-07-26;Belém;PA;Norte;Divorciado;40;Empresário;Agência;Apartamento;4038.27;257412.71;166210.78;91201.93;0.6457;660;0;10690.6;0.1116;0;33;3;60;1;1628.24;360;11.36;4;2;0;Em análise;
PROP_000475;CPF_943677_00475;2025-12-23;Campinas;SP;Sudeste;Casado;34;Servidor público;Correspondente;Casa;12526.33;378551.46;288035.64;90515.82;0.7609;745;3;20546.3;0.069;1;61;4;45;1;2408.05;420;9.69;0;2;0;Em análise;
PROP_000476;CPF_814039_00476;2025-02-22;Porto Alegre;RS;Sul;Casado;52;CLT;Correspondente;Terreno;11607.25;521172.74;339972.46;181200.27;0.6523;598;0;20612.7;0.0749;1;34;3;96;1;3280.63;300;10.79;0;3;0;Perdido - preço;
PROP_000477;CPF_193019_00477;2025-02-21;Interior SP;SP;Sudeste;Viúvo;38;CLT;Campanha digital;Terreno;7344.95;288605.12;240957.86;47647.26;0.8349;695;4;26498.5;0.1513;0;11;2;49;1;2895.41;240;13.42;2;9;0;Em análise;
PROP_000478;CPF_757594_00478;2025-04-15;Belém;PA;Norte;Casado;29;CLT;Campanha digital;Apartamento;13205.26;300710.31;239793.2;60917.11;0.7974;673;0;3420.53;0.0113;0;55;1;56;1;1881.75;420;9.01;2;4;1;Contratado;2025-05-10
PROP_000479;CPF_570872_00479;2025-04-21;Florianópolis;SC;Sul;Solteiro;42;CLT;Orgânico;Apartamento;7805.36;353065.24;304603.4;48461.84;0.8627;468;3;0;0.0012;1;50;0;47;0;3613.98;360;14.02;0;9;0;Desistiu;
PROP_000480;CPF_288526_00480;2025-09-23;Goiânia;GO;Centro-Oeste;Divorciado;32;Empresário;Campanha digital;Apartamento;6045.94;445697.84;380043.24;65654.6;0.8527;724;0;22345.29;0.1559;1;2;3;11;1;3475.11;420;10.71;4;5;0;Perdido - preço;
PROP_000481;CPF_272631_00481;2025-08-24;Interior SP;SP;Sudeste;Solteiro;59;Autônomo;Correspondente;Apartamento;31166.55;264118.27;145678.91;118439.36;0.5516;733;1;0;0.0001;0;6;4;58;1;1522.5;300;11.89;0;5;0;Em análise;
PROP_000482;CPF_267011_00482;2025-05-14;Porto Alegre;RS;Sul;Solteiro;41;Autônomo;Campanha digital;Apartamento;20204.31;1498548.79;1161690.33;336858.46;0.7752;664;0;35699.44;0.0754;0;57;3;39;1;10739.51;360;10.63;0;7;0;Em análise;
PROP_000483;CPF_496069_00483;2025-07-27;Campinas;SP;Sudeste;Divorciado;30;Autônomo;Orgânico;Casa;4507.05;405923.02;311004.59;94918.43;0.7662;580;0;0;0.0021;1;38;0;53;1;3187.07;360;11.95;0;5;0;Perdido - crédito;
PROP_000484;CPF_231875_00484;2025-04-05;Interior MG;MG;Sudeste;Solteiro;21;CLT;Indicação;Apartamento;3243.92;361408.03;313769.83;47638.2;0.8682;541;1;4208.56;0.057;1;38;3;44;0;3774.84;240;13.44;6;8;0;Desistiu;
PROP_000485;CPF_647066_00485;2025-03-29;Campinas;SP;Sudeste;Casado;21;Empresário;Indicação;Casa;5632.76;470295.99;361143.8;109152.19;0.7679;312;8;25419.51;0.19;0;53;1;53;0;3355.83;300;10.29;0;5;0;Em análise;
PROP_000486;CPF_486974_00486;2025-12-12;Interior MG;MG;Sudeste;Divorciado;38;Empresário;Orgânico;Casa;10531.95;229139.83;142471.79;86668.04;0.6218;546;3;979.65;0.0043;1;20;6;38;0;1616.21;360;13.36;8;1;0;Perdido - crédito;
PROP_000487;CPF_820190_00487;2025-05-29;Salvador;BA;Nordeste;Casado;50;Autônomo;Indicação;Casa;6991.96;378143.98;283945.87;94198.12;0.7509;367;4;3263.41;0.0207;0;50;2;71;0;2963.35;300;11.87;7;1;0;Perdido - preço;
PROP_000488;CPF_620792_00488;2025-09-16;Guarulhos;SP;Sudeste;Solteiro;45;Servidor público;Correspondente;Casa;18783.92;594389.3;471271.28;123118.02;0.7929;814;4;9936.4;0.0228;0;28;0;19;1;5454.29;240;12.8;7;5;0;Desistiu;
PROP_000489;CPF_240431_00489;2025-06-27;Salvador;BA;Nordeste;Solteiro;63;CLT;Campanha digital;Casa;32888.24;450458.41;289572.27;160886.14;0.6428;724;0;3327.15;0.0045;1;54;4;7;1;3259.68;420;13.38;8;4;0;Desistiu;
PROP_000490;CPF_644924_00490;2025-03-08;Guarulhos;SP;Sudeste;Solteiro;49;Autônomo;Indicação;Apartamento;5813.74;310786.53;260504.97;50281.56;0.8382;474;1;20415.82;0.1477;0;38;0;67;0;2605.63;360;11.63;0;7;0;Em análise;
PROP_000491;CPF_756805_00491;2025-09-06;Interior SP;SP;Sudeste;Casado;25;CLT;Indicação;Apartamento;10032.79;180164.05;116140.61;64023.44;0.6446;405;3;12469.58;0.0521;0;4;0;75;0;999.53;360;9.77;2;4;0;Perdido - preço;
PROP_000492;CPF_799427_00492;2025-02-22;Manaus;AM;Norte;Solteiro;21;Servidor público;Agência;Apartamento;13561.22;345383.43;201861.4;143522.04;0.5845;487;0;52689.27;0.1623;0;83;6;43;0;1695.29;420;9.74;1;3;0;Perdido - preço;
PROP_000493;CPF_767709_00493;2025-07-16;Recife;PE;Nordeste;Casado;49;Autônomo;Campanha digital;Apartamento;12402.5;120000;80178.18;39821.82;0.6682;658;0;39992.39;0.1346;0;35;1;56;1;638.2;420;9.16;2;2;0;Desistiu;
PROP_000494;CPF_900893_00494;2025-08-23;Interior MG;MG;Sudeste;Casado;51;CLT;Agência;Apartamento;3749.17;181384.12;117155.91;64228.2;0.6459;611;0;15309.81;0.1711;1;146;2;8;1;1177.73;420;11.87;0;4;0;Perdido - preço;
PROP_000495;CPF_943668_00495;2025-10-09;Goiânia;GO;Centro-Oeste;Casado;38;Aposentado;Correspondente;Apartamento;12012.96;440959.9;262362.5;178597.41;0.595;516;1;291496.52;1.0117;0;73;5;99;0;3360.16;240;14.51;9;4;0;Perdido - preço;
PROP_000496;CPF_667770_00496;2025-07-24;São José dos Campos;SP;Sudeste;Casado;48;CLT;Correspondente;Apartamento;5941.18;524576.68;373216.26;151360.42;0.7115;685;1;19602.72;0.1394;0;89;4;67;1;4333.67;360;13.7;5;2;0;Em análise;
PROP_000497;CPF_760458_00497;2025-05-31;São José dos Campos;SP;Sudeste;Solteiro;23;CLT;Agência;Casa;5436.78;317976.56;195374.29;122602.26;0.6144;596;0;8249.81;0.0643;0;70;1;92;1;2361.71;240;13.52;1;1;0;Perdido - preço;
PROP_000498;CPF_937463_00498;2025-10-12;Interior BA;BA;Nordeste;Solteiro;33;Autônomo;Correspondente;Apartamento;4884.3;120000;97661.61;22338.39;0.8138;634;0;7156.72;0.0617;0;7;3;52;1;1037.58;420;12.59;2;1;0;Perdido - preço;
PROP_000499;CPF_589887_00499;2025-02-25;Campinas;SP;Sudeste;Solteiro;28;CLT;Campanha digital;Casa;8877.03;271842.74;196489.45;75353.29;0.7228;568;2;14662.45;0.0695;1;9;1;99;1;1801.77;360;10.53;10;2;0;Sem retorno;
PROP_000500;CPF_150106_00500;2025-06-15;Interior SP;SP;Sudeste;Solteiro;63;Autônomo;Orgânico;Apartamento;22215.44;350098.63;246705.13;103393.5;0.7047;665;0;27126.92;0.0512;0;19;1;13;1;2214.4;360;10.27;3;5;0;Desistiu;
PROP_000501;CPF_644656_00501;2025-05-14;São José dos Campos;SP;Sudeste;Solteiro;43;CLT;Correspondente;Casa;19478.91;537951.29;300438.89;237512.4;0.5585;471;3;83938.07;0.18;1;103;0;81;0;3546.76;420;14.06;3;6;0;Perdido - crédito;
PROP_000502;CPF_224775_00502;2025-12-15;Goiânia;GO;Centro-Oeste;Solteiro;21;Autônomo;Correspondente;Casa;4661.87;384816.33;252276.8;132539.53;0.6556;481;4;0;0.0017;0;1;1;65;0;2779.54;240;12.01;4;4;0;Sem retorno;
PROP_000503;CPF_782939_00503;2025-09-25;Brasília;DF;Centro-Oeste;Solteiro;21;Empresário;Campanha digital;Apartamento;8794.3;463791.79;376982.74;86809.05;0.8128;597;0;801.17;0.0051;1;20;5;24;1;4273.97;420;13.48;4;3;0;Perdido - preço;
PROP_000504;CPF_406045_00504;2025-09-17;Rio de Janeiro;RJ;Sudeste;Solteiro;29;Autônomo;Correspondente;Casa;4473.29;356705.47;282995.42;73710.06;0.7934;662;0;7613.81;0.0729;1;93;0;64;1;2997.32;300;12.08;3;8;0;Em análise;
PROP_000505;CPF_658049_00505;2025-11-09;São José dos Campos;SP;Sudeste;Solteiro;28;CLT;Indicação;Casa;6341.81;220777.43;164639.53;56137.91;0.7457;530;0;8284.75;0.0552;0;8;6;39;0;2096.53;240;14.41;0;4;0;Sem retorno;
PROP_000506;CPF_863036_00506;2025-07-15;Manaus;AM;Norte;Solteiro;50;Servidor público;Campanha digital;Apartamento;2402.64;276356.29;177653.32;98702.97;0.6428;542;1;4674.88;0.0833;1;43;3;55;0;2104.96;360;14.0;4;6;0;Sem retorno;
PROP_000507;CPF_208110_00507;2025-10-21;Interior BA;BA;Nordeste;Solteiro;35;Empresário;Campanha digital;Casa;4087.81;133921.92;99342.51;34579.41;0.7418;547;0;4223.6;0.0438;0;39;1;54;0;1140.23;360;13.53;7;2;0;Desistiu;
PROP_000508;CPF_440133_00508;2025-10-14;Salvador;BA;Nordeste;Casado;45;Servidor público;Agência;Apartamento;2663.83;145669.36;117555.53;28113.82;0.807;409;6;8821.69;0.1393;1;82;6;70;0;1152.5;360;11.37;12;3;0;Sem retorno;
PROP_000509;CPF_864341_00509;2025-04-21;São Paulo;SP;Sudeste;Solteiro;37;CLT;Correspondente;Terreno;18772.32;473397.46;364637.07;108760.39;0.7703;601;4;83658.22;0.1863;1;66;0;53;1;3606.24;240;10.36;2;3;0;Perdido - preço;
PROP_000510;CPF_346425_00510;2025-07-04;Rio de Janeiro;RJ;Sudeste;União estável;30;CLT;Orgânico;Comercial;3822.95;990919.52;680768.04;310151.48;0.687;586;0;2194.5;0.0294;1;124;0;36;1;7396.41;240;11.79;7;5;1;Contratado;2025-07-14
PROP_000511;CPF_481377_00511;2025-08-05;Belém;PA;Norte;Divorciado;42;CLT;Campanha digital;Apartamento;12855.82;149754.96;109031.82;40723.14;0.7281;677;0;60673.02;0.1969;1;14;0;36;1;1266.9;360;13.71;8;2;0;Desistiu;
PROP_000512;CPF_135430_00512;2025-09-04;Salvador;BA;Nordeste;Solteiro;29;Autônomo;Orgânico;Casa;12304.72;200688.71;144144.77;56543.95;0.7183;310;10;79352.67;0.2691;1;11;3;78;0;1748.67;240;13.58;8;1;0;Em análise;
PROP_000513;CPF_319310_00513;2025-05-28;Belém;PA;Norte;União estável;41;CLT;Correspondente;Apartamento;5026.72;271417.6;158198.76;113218.84;0.5829;609;1;6.91;0.001;1;24;6;50;1;1460.19;240;9.36;7;9;0;Em análise;
PROP_000514;CPF_603399_00514;2025-06-29;Campinas;SP;Sudeste;Solteiro;21;Servidor público;Orgânico;Apartamento;11449.13;311709.36;239035.29;72674.07;0.7669;620;0;4187.93;0.0159;1;53;2;63;1;2195.01;420;10.76;4;4;0;Perdido - crédito;
PROP_000515;CPF_564412_00515;2025-04-12;Brasília;DF;Centro-Oeste;União estável;30;CLT;Agência;Apartamento;5300.55;415318.72;282028.29;133290.43;0.6791;492;1;476.38;0.0054;1;54;1;41;0;3407.07;420;14.4;4;2;0;Perdido - crédito;
PROP_000516;CPF_329497_00516;2025-09-10;Belo Horizonte;MG;Sudeste;Casado;26;Autônomo;Campanha digital;Comercial;19550.34;1034167.5;628662.92;405504.58;0.6079;539;2;0;0.001;0;7;3;46;0;6220.78;300;11.13;11;2;0;Sem retorno;
PROP_000517;CPF_516422_00517;2025-07-06;Rio de Janeiro;RJ;Sudeste;Casado;38;Servidor público;Campanha digital;Apartamento;9582.11;386479.66;319889.53;66590.12;0.8277;833;0;11863.14;0.0526;0;5;2;66;1;2677.93;300;8.97;0;4;0;Perdido - crédito;
PROP_000518;CPF_996727_00518;2025-10-21;Guarulhos;SP;Sudeste;Casado;21;Empresário;Correspondente;Casa;6385.49;149063.11;99650.79;49412.31;0.6685;467;0;3771.22;0.0251;0;42;1;100;0;996.9;240;10.53;1;2;0;Perdido - preço;
PROP_000519;CPF_197443_00519;2025-09-13;Interior MG;MG;Sudeste;Casado;57;Empresário;Agência;Apartamento;4049.16;277662.05;167136.3;110525.75;0.6019;364;2;9493.14;0.0989;0;13;5;40;0;2031.13;300;14.15;3;9;0;Desistiu;
PROP_000520;CPF_699663_00520;2025-05-31;Interior BA;BA;Nordeste;Casado;40;Autônomo;Correspondente;Apartamento;16739.9;328413.77;223055.71;105358.06;0.6792;662;1;1888.5;0.0051;1;53;2;59;1;2525.26;420;13.46;0;4;0;Perdido - preço;
PROP_000521;CPF_834659_00521;2025-04-10;Belo Horizonte;MG;Sudeste;Divorciado;32;Empresário;Campanha digital;Apartamento;7160.52;278679.37;221456.7;57222.66;0.7947;458;2;64612.17;0.3769;0;6;1;83;0;2054.68;300;10.27;1;1;0;Desistiu;
PROP_000522;CPF_878720_00522;2025-02-08;Recife;PE;Nordeste;Solteiro;44;Servidor público;Agência;Casa;19078.13;277244.82;153303.05;123941.77;0.553;498;1;64980.81;0.1422;0;6;1;76;0;1515.81;360;11.48;5;1;0;Em análise;
PROP_000523;CPF_746066_00523;2025-01-09;São José dos Campos;SP;Sudeste;Solteiro;43;Autônomo;Correspondente;Apartamento;3904.5;648750.92;403140.77;245610.15;0.6214;592;2;0;0.0032;0;97;1;62;1;3845.1;240;9.83;4;2;0;Perdido - preço;
PROP_000524;CPF_341016_00524;2025-07-31;Recife;PE;Nordeste;União estável;52;CLT;Indicação;Apartamento;19899.54;316895.17;230120.0;86775.17;0.7262;591;0;28005.31;0.059;0;12;2;83;1;2658.41;240;12.77;2;0;1;Contratado;2025-09-06
PROP_000525;CPF_219753_00525;2025-03-31;Santos;SP;Sudeste;Casado;40;CLT;Indicação;Apartamento;8888.53;337431.68;288392.57;49039.11;0.8547;589;1;13855.35;0.0659;1;2;3;36;1;2646.67;360;10.54;3;2;0;Sem retorno;
PROP_000526;CPF_833455_00526;2025-05-04;Belo Horizonte;MG;Sudeste;Casado;25;CLT;Correspondente;Apartamento;4405.6;165775.27;102507.07;63268.2;0.6183;576;0;31.88;0.001;0;105;2;63;1;954.86;420;10.93;0;3;1;Contratado;2025-05-14
PROP_000527;CPF_144351_00527;2025-03-30;Manaus;AM;Norte;Casado;34;Aposentado;Orgânico;Apartamento;2924.64;260040.25;192375.8;67664.44;0.7398;615;0;9560.73;0.1382;0;61;2;63;1;1924.19;360;11.63;1;4;0;Em análise;
PROP_000528;CPF_698755_00528;2025-09-03;Porto Alegre;RS;Sul;União estável;32;Servidor público;Indicação;Casa;9056.23;459988.21;391174.37;68813.84;0.8504;509;10;26691.92;0.1241;0;20;2;58;0;4716.1;420;14.37;0;3;0;Sem retorno;
PROP_000529;CPF_372096_00529;2025-12-05;Porto Alegre;RS;Sul;Casado;32;Autônomo;Correspondente;Apartamento;9685.38;157799.73;100659.81;57139.92;0.6379;613;1;952.85;0.0044;1;25;5;64;1;787.66;420;8.98;0;4;1;Contratado;2026-01-16
PROP_000530;CPF_894645_00530;2025-03-24;Santos;SP;Sudeste;Casado;43;CLT;Correspondente;Casa;16023.34;215265.41;170764.9;44500.52;0.7933;639;0;97777.42;0.2546;1;14;3;98;1;2080.23;240;13.65;10;6;0;Perdido - crédito;
PROP_000531;CPF_956835_00531;2025-12-12;Santos;SP;Sudeste;Casado;21;Autônomo;Correspondente;Apartamento;13224.83;316037.19;233143.07;82894.12;0.7377;616;0;18263.7;0.0581;0;77;1;88;1;2665.29;240;12.6;4;7;0;Sem retorno;
PROP_000532;CPF_947752_00532;2025-12-12;Interior MG;MG;Sudeste;Divorciado;26;CLT;Correspondente;Comercial;2282.85;231707.05;192284.34;39422.72;0.8299;357;6;4598.23;0.0865;1;98;0;58;0;1611.93;420;9.72;9;4;0;Em análise;
PROP_000533;CPF_454437_00533;2025-10-15;Interior SP;SP;Sudeste;União estável;58;Autônomo;Campanha digital;Casa;7558.63;670333.42;403629.12;266704.3;0.6021;749;0;22043.39;0.1231;0;20;1;50;1;3908.49;240;10.05;2;2;0;Perdido - crédito;
PROP_000534;CPF_793298_00534;2025-07-03;Santos;SP;Sudeste;Solteiro;32;Autônomo;Agência;Comercial;4475.19;284119.99;190642.71;93477.28;0.671;480;2;4619.6;0.0443;0;31;3;54;0;1833.43;240;9.95;0;9;0;Perdido - crédito;
PROP_000535;CPF_403198_00535;2025-12-23;Interior BA;BA;Nordeste;Solteiro;40;CLT;Orgânico;Apartamento;6502.87;168911.67;133409.39;35502.27;0.7898;555;5;60498.28;0.3883;0;18;8;43;0;1106.24;360;9.34;0;2;0;Perdido - crédito;
PROP_000536;CPF_980525_00536;2025-04-26;Porto Alegre;RS;Sul;União estável;56;Autônomo;Campanha digital;Casa;4493.29;226594.45;148214.88;78379.58;0.6541;661;0;13270.75;0.1241;0;54;5;22;1;1438.17;240;10.08;2;3;0;Perdido - preço;
PROP_000537;CPF_289353_00537;2025-12-14;Salvador;BA;Nordeste;Casado;52;Autônomo;Campanha digital;Apartamento;18707.42;238439.47;166405.95;72033.51;0.6979;361;8;117682.45;0.2624;0;93;0;46;0;1919.14;360;13.6;0;1;0;Desistiu;
PROP_000538;CPF_362372_00538;2025-10-25;Guarulhos;SP;Sudeste;Casado;23;CLT;Campanha digital;Casa;5571.35;324643.41;190643.83;133999.58;0.5872;676;0;12576.61;0.0951;1;16;2;50;1;2063.38;240;11.73;4;2;0;Desistiu;
PROP_000539;CPF_370625_00539;2025-07-09;Rio de Janeiro;RJ;Sudeste;Casado;56;Autônomo;Correspondente;Apartamento;4883.87;665925.02;413170.84;252754.18;0.6204;493;0;6970.18;0.0621;0;1;2;96;0;3895.18;300;10.48;2;4;0;Perdido - crédito;
PROP_000540;CPF_182905_00540;2025-02-23;Fortaleza;CE;Nordeste;Solteiro;37;CLT;Correspondente;Apartamento;15123.39;562055.35;418157.15;143898.21;0.744;612;0;1428.96;0.0048;0;67;2;86;1;3684.65;420;10.28;0;2;0;Perdido - preço;
PROP_000541;CPF_951432_00541;2025-11-23;Rio de Janeiro;RJ;Sudeste;Solteiro;43;Aposentado;Agência;Casa;5408.11;398006.67;283520.53;114486.15;0.7124;473;0;2199.44;0.0185;0;89;1;92;0;2868.4;360;11.78;20;3;0;Perdido - crédito;
PROP_000542;CPF_808649_00542;2025-01-17;Goiânia;GO;Centro-Oeste;Solteiro;41;CLT;Indicação;Casa;2377.7;1472696.37;1015177.62;457518.76;0.6893;750;0;2014.0;0.0483;1;15;0;35;1;11372.89;360;13.18;1;5;0;Perdido - preço;
PROP_000543;CPF_277965_00543;2025-09-08;Goiânia;GO;Centro-Oeste;Divorciado;21;Empresário;Orgânico;Apartamento;4775.3;210299.75;136777.9;73521.84;0.6504;632;0;19550.09;0.1715;0;55;10;1;1;1454.26;420;12.6;1;2;0;Perdido - crédito;
